index,file_name,chars,corruption_score,spaced_letter_runs,soft_hyphens,unicode_escapes,non_ascii,multi_spaces,short_word_ratio,act_markers,preview
18,administrator03c531e7f7d81cd4c6261f24b42be93a.pdf.txt,36535,0.1028,0,0,0,32,0,0.2361,CRIMINAL PROCEDURE;CIVIL PROCEDURE;CONSTITUTION;ORDINANCE;ACT;ORDER;REGULATION,"Page 1 of 12 THE NON -PERFORMING ASSETS AND REHABILITATION OF INDUSTRIAL UNDERTAKINGS (LEGAL PROCEEDINGS) ORDINANCE 2000 CONTENTS l. Short Title, extent and commencement 2. Definitions 3. Ordinance to override other laws…"
19,administrator03eadfb5474bfa7c9e45ab4558d5a926.pdf.txt,49433,0.2634,0,64,0,8415,0,0.2692,ORDINANCE;ACT;ORDER;REGULATION,"THE SALE OF GOODS ACT, 1930 CONTENTS PREAMBLE. CHAPTER I. PRELIMINARY 1 Short title, extent and commencement. 2 Definitions. 3 Application of provisions of act IX of 1872. CHAPTER II. FORMATION OF THE CONTRACT Contract o…"
20,administrator0449eaff2b216ed0348847b7647bb565 (1).pdf.txt,7091,0.1802,0,10,0,1154,0,0.2684,ORDINANCE;ACT;ORDER;REGULATION,"THE IDENTIFICATION OF PRISONERS ACT, 1920 CONTENTS PREAMBLE. . 1 Short title and extent 2 Definitions 3 Taking of measurements, etc., of convicted persons 4 Taking of measurements, etc, of non­convicted persons 5 Power o…"
21,administrator0449eaff2b216ed0348847b7647bb565.pdf.txt,7091,0.1802,0,10,0,1154,0,0.2684,ORDINANCE;ACT;ORDER;REGULATION,"THE IDENTIFICATION OF PRISONERS ACT, 1920 CONTENTS PREAMBLE. . 1 Short title and extent 2 Definitions 3 Taking of measurements, etc., of convicted persons 4 Taking of measurements, etc, of non­convicted persons 5 Power o…"
22,administrator0506da23281ece11e55cd37fe1f0c072.pdf.txt,1238622,0.85,9233,346,0,101508,0,0.9822,,"T H E M E R C H A N T S H I P P I N G O R D I N A N C E , 2 0 0 1 C O N T E N T S S E C T I O N S . P A R T I P R E L I M I N A R Y 1 S h o r t t i t l e , e x t e n t , a p p l i c a t i o n a n d c o m m e n c e m e n …"
23,administrator0514adf6314402fef39409941c94e967.pdf.txt,12697,0.2302,0,58,0,1874,0,0.217,CONSTITUTION;ACT;ORDER,"THE ENFORCEMENT OF SHARI'AH ACT, 1991 CONTENTS 1 Short title, extent and commencement 2 Definition 3 Supremacy of Shari'ah 4 Laws to be interpreted in the light of Shariah 5 Observance of Shari'ah by Muslim citizens 6 Te…"
24,administrator051534e45a06e0d003c53d5ada3328c5.pdf.txt,5003,0.0995,0,0,0,6,0,0.2314,ORDINANCE;ACT,"Page 1 of 3 THE MEDICAL AND DENTAL DEGREES ORDINANCE, 1982 CONTENTS 1 Short title, extent and commencement 2 Definitions 3 Right to confer degrees, etc 4 Prohibition of unauthor ised conferment of degrees, etc 5 Contrave…"
25,administrator053bfb0cec64bcd950340d22481b7407.pdf.txt,2125,0.1006,0,0,0,4,3,0.2324,CONSTITUTION;ACT,"Page 1 of 2 THE PROVINCIAL SERVICE TRIBUNALS (EXTEN SION OF PROVI SIONS OF THE CON STITUTIO N) ACT, 1974 CONTENTS 1. Short title and comme ncement 2. Provisions of Article 212 (2) to extend to Provincial Service Tribunal…"
26,administrator05a7a8b2a11c238806313e31366151d3.pdf.txt,4590,0.1186,0,12,0,20,6,0.25,ORDINANCE;ACT;ORDER,"Page 1 of 3 THE MANAGED CEMENT ESTABLISHMENTS (PAYMENT TO CORPORATION) ORDINANCE, 1979 CONTENTS PREAMBLE 1 Short title, extent and commencement. 2 Definitions. 3 Payment by units to Corporation. 4 Allowance to be made fo…"
27,administrator0623f55058482349713f7f082aed9d9f.pdf.txt,62951,0.1106,0,0,0,82,5,0.2456,CONSTITUTION;ORDINANCE;ACT;ORDER;REGULATION,"Page 1 of 27 THE INSTITUTE OF SPACE TECHNOLOGY ACT, 2010 . CONTENTS CHAPTER I PRELIMINARY 1. Short title and commencement 2. Definitions CHAPTER II THE INSTITUTE 3. Establishment of the Institute 4. Powers and purposes o…"
28,administrator064916083ef86b3f0532df449713808a.pdf.txt,88898,0.1126,0,0,0,84,2,0.2518,PENAL CODE;CIVIL PROCEDURE;CONSTITUTION;ORDINANCE;ACT;ORDER;REGULATION,"Page 1 of 35 THE PAKISTAN AIRPORTS AUTHORITY ACT , 2023 CONTENTS CHAPTER I PRELIMINARY 1 Short title, extent, application and commencement 2. Definitions CHAP TER -II PAKISTAN AIRPORTS AUTHORITY 3. Establishment of the A…"
29,administrator06a573f566a5ad306717dafab28c79cb.pdf.txt,30277,0.1024,0,0,0,65,1,0.2308,PENAL CODE;CRIMINAL PROCEDURE;CIVIL PROCEDURE;CONSTITUTION;ACT;ORDER,"Page 1 of 13 THE PROTECTION OF JOURNALIST S AND MEDIA PROFESSIONALS ACT , 2021 CONTENTS PART -I PRELIMINARY 1. Short title, extent and commencement. 2. Definitions . PART -II RIGHTS OF JOURNALISTS AND MEDIA PROFESSIONALS…"
30,administrator06b1dbf48a2c60132bc6e65ad3241ba1.pdf.txt,16271,0.6975,145,24,0,1590,0,0.9454,,"T H E F I S H E R I E S A C T , 1 8 9 7 C O N T E N T S S E C T I O N S : 1 . T i t l e a n d e x t e n t . 2 . A c t t o b e r e a d a s s u p p l e m e n t a l t o o t h e r F i s h e r i e s L a w s . 3 . D e f i n i …"
31,administrator06b4e2ee21cb218f3dd7196ff185f5a8.pdf.txt,7289,0.1653,0,6,0,1185,0,0.2368,ORDINANCE;ACT;ORDER,"THE COTTON INDUSTRY (STATISTICS) ACT, 1926 CONTENTS . 1 Short title and extent. 2 Definitions. 3 Delivery of monthly returns of goods and yarn manufactured by mill­owners. 4 Power to inspect mills and take copies of reco…"
32,administrator06f0200ef997b50983df81ea052e8011.pdf.txt,205631,0.1531,0,0,0,417,154,0.2187,PENAL CODE;CRIMINAL PROCEDURE;CIVIL PROCEDURE;CONSTITUTION;ORDINANCE;ACT;ORDER;REGULATION,"The Federal Excise Act, 2005 i The Federal Excise Act, 2005 As amended up to 23rd February , 202 3 The amendments made through Finance (Supplementary) Act, 202 3 have been shown in Red The Federal Excise Act, 2005 ii Con…"
33,administrator06ff5878213a3c5b56044561e421cb16.pdf.txt,72442,0.1148,0,0,0,143,12,0.2441,CONSTITUTION;ORDINANCE;ACT;ORDER;REGULATION,"Page 1 of 31 THE IBADAT INTERNATIONAL UNIVERSITY ISLAMABAD ACT, 2021 CONTENTS SECTIONS : CHAPTER I PRELIMINARY 1. Short title, extent and commencement . 2. Definitions . CHAPTER II THE UNIVERSITY 3. Establishment and Inc…"
34,administrator0715715fcd90737ae3ae71cfc935fa6f.pdf.txt,6557,0.1763,0,34,0,1046,0,0.2298,ORDINANCE;ACT;ORDER;REGULATION,"THE SUGARCANE ACT, 1934 CONTENTS PREAMBLE. 1 Short title, extent and commencement. 2 Definitions. 3 Declaration of controlled areas, and fixing of prices. 4 Previous publication of notifications under section 3. 5 Penalt…"
35,administrator07767182eaff05aa8d5b818cf6098a9b.pdf.txt,36409,0.1036,0,0,0,116,6,0.2248,CONSTITUTION;ACT;ORDER;REGULATION,"Page 1 of 17 THE NATIONAL METROLOGY INSTITUTE OF PAKISTAN ACT, 2022 CONTENTS 1. Short title, extent and commencement. 2. Definitions. 3. Establishment of the National Metrology Institute of Pakistan. 4. Functions of the …"
36,administrator079c12644109e51c268c84a5de3fbe50.pdf.txt,18898,0.1071,0,0,0,57,0,0.2433,ACT;ORDER,"Page 1 of 9 THE PAKISTAN TRADE CONTROL OF WILD FAUNA AND FLORA ACT, 2012 CONTENTS 1. Short title, extent and commencement 2. Definitions 3. Prohibition of export, reexport and import and punishment for contravention 4. C…"
37,administrator07bf5c69a91f18474d286f256c2b7ff3.pdf.txt,83042,0.1009,0,0,0,175,3,0.2134,CONSTITUTION;ORDINANCE;ACT;ORDER;REGULATION,"Page 1 of 29 THE FOREIGN INVESTMENT (PROMOTION AND PROTECTION) ACT, 2022 CONTENTS __________ SECTIONS: 1. Short title, extent, application and commencement. 2. Definitions. 3. Notification and protection of qualified inv…"
38,administrator07d9e49158ba80ccd546ad885d7ec6c5.pdf.txt,17773,0.1067,0,0,0,46,5,0.2408,CONSTITUTION;ORDINANCE;ACT;ORDER,"Page 1 of 9 THE DISABLED PERSONS (EMPLOYMENT AND REHABILITATION) ORDINANCE, 1981. CONTENTS 1. Short title, extent and commencement 2. Definitions 3. National council 4. Functions of the N ational Council 5. Provincial Co…"
39,administrator080fe2813f4e31fb566cb0385a414fe1.pdf.txt,9861,0.1029,0,0,0,28,2,0.2356,CIVIL PROCEDURE;ACT;ORDER,"Page 1 of 5 Updated till 17.04.2023 THE ENFORCEMENT OF WOMEN’S PROPERTY RIGHTS ACT, 2020 CONTENTS SECTIONS : 1. Short title, extent and commencement. 2. Definitions. 3. Powers of the Ombudsman. 4. Complaint to the Ombuds…"
40,administrator081de61b296b9f0490756691d9503ea3.pdf.txt,21685,0.1019,0,0,0,38,0,0.2332,ORDINANCE;ACT;ORDER;REGULATION,"Page 1 of 12 THE NATIONAL INSTITUTE OF OCEANOGRAPHY ACT, 2007 CONTENTS CHAPTER I PRELIMINARY 1. Short title, extent and commencement 2. Definitions 3. Establishment of the Institute CHAPTER II MANAGEMENT 4. Functions of …"
41,administrator084fe1e8bb9f566b2f0023574816a68f.pdf.txt,19204,0.1046,0,0,0,16,6,0.2386,ORDINANCE;ACT;ORDER;REGULATION,"Page 1 of 6 THE IMPORTS AND EXPORTS (CONTROL) ACT, 1950 CONTENTS ____ _______ SECTIONS: 1. Short title, extent, commencement and duration . 2. Definitions . 3. Powers to prohibit or restrict imports and exports. 4. Conti…"
42,administrator0865aeb5284f26976bc788e876674f93.pdf.txt,28,0.0,0,0,0,0,0,0.0,,THIS LAW HAS BEEN REPEALED
43,administrator08daaa3b42611022ec49c811a6a6cbda.pdf.txt,32426,0.1157,0,0,0,65,0,0.2624,PENAL CODE;CRIMINAL PROCEDURE;ORDINANCE;ACT;ORDER,"Page 1 of 14 THE TERRORI ST AFFECTED AREAS (SPECIAL COURT S) ACT , 1992 CONTENTS 1. Short title, extent and comme ncement. 2. Definitions 3. Declaration of terrorist affected area 4. Use of Police and Civil Armed Forces,…"
44,administrator08faeb7132cfcd3cb0dfe82ca6b14120.pdf.txt,7702,0.1826,0,14,0,1215,0,0.2598,CONSTITUTION;ORDINANCE;ACT;ORDER,"THE CANTONMENTS (REQUISITIONING OF IMMOVEABLE PROPERTY)ORDINANCE, 1948 CONTENTS 1. Short titles and commencement. 2. Requisition of immoveable property. 3. Release of requisitioned property and delivery of its possession…"
45,administrator0952b67af6050400c6dc486027660653 (1).pdf.txt,1498,0.1425,0,2,0,216,0,0.3038,CONSTITUTION;ACT,"THE HIGH TREASON (PUNISHMENT) ACT , 1973 CONTENTS 1. Short title, extent and commencement. 2. Punishment for high treason, etc. 3. Procedure. Page 1 of 3 THE HIGH TREASON (PUNISHMENT) ACT , 1973. 1ACT NO. LXVIII OF 1973 …"
46,administrator0952b67af6050400c6dc486027660653.pdf.txt,1498,0.1425,0,2,0,216,0,0.3038,CONSTITUTION;ACT,"THE HIGH TREASON (PUNISHMENT) ACT , 1973 CONTENTS 1. Short title, extent and commencement. 2. Punishment for high treason, etc. 3. Procedure. Page 1 of 3 THE HIGH TREASON (PUNISHMENT) ACT , 1973. 1ACT NO. LXVIII OF 1973 …"
47,administrator097759e0f2a16527881669c6e1435919.pdf.txt,88928,0.2929,0,384,0,398,2,0.2859,CIVIL PROCEDURE;ORDINANCE;ACT;ORDER;REGULATION,"Page 1 of 33 THE TRUSTS ACT, 1882 CONTENTS CHAPTER I PRELIMINARY 1. Short title Commencement Local extent Savings 2. [Omitted.] 3. Interpretation clause ""trust"" CHAPTER II OF THE CREATION OF TRUSTS 4. Lawful purpose 5. T…"
48,administrator0996fad25a7b29006833282d1ee171a0.pdf.txt,32834,0.0941,0,0,0,55,1,0.2126,CONSTITUTION;ORDINANCE;ACT;ORDER;REGULATION,"Page 1 of 13 THE KORANGI FISHERIES HARBOUR AUTHORITY ORDINANCE, 1982 CONTENTS CHAPTER I PRELIMINARY 1. Short title, extent and commencement. 2. Definitions. 3. Declaration o f Harbour a reas. CHAPTER II ESTABLISHMENT OF …"
49,administrator09e29cb08a9a7e554129b256e81b89fb.pdf.txt,162778,0.85,1426,304,0,14313,0,0.944,ACT;ORDER;REGULATION,"THE DEKKHAN AGRICULTURISTS RELIEF ACT, 1879 CONTENTS S E C T I O N S : CHAPTER I PRELIMINARY 1 . S h o r t t i t l e . C o m m e n c e m e n t . L o c a l e x t e n t . 2 . C o n s t r u c t i o n . 2 A . [ R e p e a l e…"
50,administrator09eb379c74fd78d1e0577baea5958731.pdf.txt,11604,0.2086,0,18,0,1798,0,0.2454,CONSTITUTION;ORDINANCE;ACT;ORDER,"THE REQUISITIONED LAND (CONTINUANCE OF POWERS) ORDINANCE, 1969 CONTENTS PREAMBLE. . 1 Short title and commencement 2 Definitions 3 Continuance of requisitions 4 Release from requisition 5 Power to acquire requisitioned l…"
51,administrator09f6f0996bae74d218dd6d1ecedd0318.pdf.txt,27631,0.1288,0,0,0,49,0,0.2949,CONSTITUTION;ORDINANCE;ACT;ORDER,"THE CIVIL SERVA NTS ACT, 1973 CONTENTS ____ ____ SECTIONS : 1. Short title, application and comme ncement. CHA PTER I PRELIMINARY 2. Definitions. CHA PTER II TERMS AND CONDIT IONS OF SERVICE OF CIVIL SERVANTS 3. Terms an…"
52,administrator0a802e3468735238090ceede22ccfd11.pdf.txt,43526,0.1172,0,0,0,67,9,0.2603,ORDINANCE;ACT;ORDER;REGULATION,"UNDER REVIEW Page 1 of 17 s THE ARBITRATION ACT, 1940 CONTENTS 1. Short title, extent and commencement . 2. Definitions. 3. Provisions i mplied in arbitration agreement. 4. Agreement that arbitrato rs be appointed by thi…"
53,administrator0a85362fe08703aa3dd56b1d6bc349f1.pdf.txt,11206,0.6694,104,16,0,1148,0,0.929,,"T H E E P I D E M I C D I S E A S E S A C T , 1 8 9 7 C O N T E N T S S E C T I O N S : 1 . S h o r t t i t l e . 2 . P o w e r t o t a k e s p e c i a l m e a s u r e s a n d p r e s c r i b e r e g u l a t i o n s a s …"
54,administrator0a85c951c94661ccab1cda17572988a5.pdf.txt,19225,0.0986,0,0,0,56,4,0.2213,CONSTITUTION;ORDINANCE;ACT;ORDER;REGULATION,"Page 1 of 10 THE PAKISTAN COUNCIL FOR SCIENCE AND TECHNOLOGY ACT, 20 17 CONTENTS 1. Short title, extent and commencement . 2. Definitions . 3. Establishment of the Council . 4. Functions of the Council . 5. Management . …"
55,administrator0a8911d25a8f2990d791513113b28c9d.pdf.txt,115334,0.85,682,216,0,9393,0,0.9679,CONSTITUTION;ORDINANCE;ACT;REGULATION,"THE PAKISTAN MEDICAL AND DENTAL COUNCIL ORDINANCE, 1962 Last Amended on 2012­08­13 CONTENTS S E C T I O N S : 1 . S h o r t t i t l e , e x t e n t a n d c o m m e n c e m e n t . 2 . D e f i n i t i o n s . 3 . C o n s …"
56,administrator0b76cb2fe668d9adcc52e221e05cf399.pdf.txt,39463,0.1023,0,0,0,86,4,0.2263,CONSTITUTION;ORDINANCE;ACT;ORDER;REGULATION,"Page 1 of 16 THE INTELLECTUAL PROPERTY ORGANIZATION OF PAKISTAN ACT, 2012 CONTENTS 1. Short title, extent and commencement 2. Definitions 3. Establishment of the Organization 4. Policy Board 5. Powers of the Federal Gove…"
57,administrator0bccf28cf90c91727c2b375f467cb148.pdf.txt,32759,0.153,0,64,0,200,3,0.2199,CONSTITUTION;ORDINANCE;ACT;ORDER;REGULATION,"THE NATIONAL UNIVERSITY OF SCIENCE S AND TECHNOLOGY ACT, 1997 CONTENTS _________ SECTIONS: 1. Short title and commencement s. 2. Definitions. 3. Establishment and incorporation of the University. 4. Purposes, powers and …"
58,administrator0c000814bbb1b4188b0855eb6e5dd446.pdf.txt,147626,0.1229,0,0,0,197,12,0.2567,PENAL CODE;CRIMINAL PROCEDURE;CONSTITUTION;QANUN-E-SHAHADAT;ORDINANCE;ACT;ORDER;REGULATION,"THE ANTI -TERRORISM ACT, 1997 CONTENTS SECTIONS 1. Short title, extent and commencement . 2. Definitions . 3. Omitted . 4. Calling in of armed forces and civil armed forces in aid of civil power . 5. Use of armed forces …"
59,administrator0c13b1a7f9b06c8d1d4b0e0f352ff4ba.pdf.txt,5515,0.1108,0,0,0,11,2,0.2561,ORDINANCE;ACT;ORDER,"THE CHILDREN (PLEDGING OF LABOUR) ACT, 1933 CONTENTS ____________ SECTIONS : 1. Short title, extent and commencement. 2. Definitions. 3. Agreements contrary to the Act to be void. 4. Penalty for parent or guardian making…"
60,administrator0c8370631eeb4ddf14d55a6f11cdd3be.pdf.txt,3405,0.1186,0,0,0,14,2,0.2739,CONSTITUTION;ORDINANCE;ACT,"UNDER REVIEW Page 1 of 2 THE EX-GOVERNMENT SERVANTS (EMPLOYMENT WITH FOREIGN GOVERNMENTS) (PROHIBITION) ACT, 1966 CONTENTS 1. Short title, extend and commencement 2. Definition s 3. Prohibition of employment etc. 4. Pena…"
61,administrator0c86b7462c4639789b27534aaadf1c27.pdf.txt,5130,0.1111,0,0,0,7,1,0.2579,PENAL CODE;CRIMINAL PROCEDURE;CONSTITUTION;ORDINANCE;ACT;ORDER,"Page 1 of 3 THE TRAFFIC OFFENCES (SPECIAL COURTS) ORDINANCE, 1981 CONTENTS 1. Short title, extent and commencement 2. Definitions 3. Constitution of Special Courts 4. Jurisdiction of Special Court 5. Transfer of pending …"
62,administrator0ca4f7716ee6eb67143b762d90fc78f2.pdf.txt,12134,0.1067,0,0,0,36,11,0.2384,CONSTITUTION;ORDINANCE;ACT;ORDER;REGULATION,"Page 1 of 5 THE PAKISTAN ORDNANCE FACTORIES BOARD ORDINANCE, 1961 CONTENTS __________ SECTIONS : 1. Short title and commencement. 2. Definitions. 3. Constitution of the Board. 4. Terms of office of the members. 5. Meetin…"
63,administrator0ca6ad9e71e29aa62dce67b3f67aff45.pdf.txt,13951,0.1303,0,0,0,19,6,0.2984,CRIMINAL PROCEDURE;ORDINANCE;ACT;ORDER;REGULATION,"Page 1 of 6 THE PASSPORTS ACT, 1974 CONTENTS 1. Short title, extent and commencement 2. Definitions 3. Prohibition of departure from Pakistan without passport, etc. 4. Punishment for contravention of sections 3, etc. 5. …"
64,administrator0cb12b901d4304d7e5463da076d88639 (1).pdf.txt,9439,0.1925,0,20,0,1534,0,0.2353,ORDINANCE;ACT;ORDER;REGULATION,"THE CHILD MARRIAGE RESTRAINT ACT, 1929 CONTENTS PREAMBLE. 1 Short title, extent and commencement 2 Definitions 3 [Omitted] 4 Punishment for male adult above twenty­one years of age marrying a child 5 Punishment for solem…"
65,administrator0cb12b901d4304d7e5463da076d88639.pdf.txt,9439,0.1925,0,20,0,1534,0,0.2353,ORDINANCE;ACT;ORDER;REGULATION,"THE CHILD MARRIAGE RESTRAINT ACT, 1929 CONTENTS PREAMBLE. 1 Short title, extent and commencement 2 Definitions 3 [Omitted] 4 Punishment for male adult above twenty­one years of age marrying a child 5 Punishment for solem…"
66,administrator0d00360b02f38387639f455f5ead73a3.pdf.txt,15686,0.2116,0,8,0,2724,0,0.2463,ORDINANCE;ACT;ORDER,"THE NAVAL ARMAMENTS ACT, 1923 CONTENTS 1. Short title extent and commencement. 2. Definitions. 3. Restriction on building or equipping vessels of war. 4. Licences. 5. Offences against the Act 6. Liability of ships to for…"
67,administrator0d33db5c0c6055cb44ef4dff3fb5030c.pdf.txt,5792,0.1494,0,20,0,870,0,0.212,ORDINANCE;ACT;ORDER;REGULATION,"THE EVACUEE PROPERTY AND DISPLACED PERSONS LAWS (REPEAL) ACT,1975 CONTENTS SECTIONS. 1. Short title and commencement. 2. Repeal of certain laws. 3. Transfer of property. 4. Disposal of residual work. 5. Power to make rul…"
68,administrator0d44c47240a49b15178c9dc939f490bf.pdf.txt,15201,0.0937,0,0,0,42,3,0.2119,CONSTITUTION;ACT;ORDER;REGULATION,"Page 1 of 9 THE EXPORT DEVELOPMENT FUND ACT, 1999 CONTENTS _______ ______ SECTIONS: 1. Short title, extent and commencement . 2. Definitions . 3. Establishment of Export Develop ment Fund . 4. Administration of Export De…"
